EmpId,Date,Present,IsManual,InTime,OutTime,InDiff,OutDiff,IsLate,EarlyDeparture,MachineNo,IPAddress
E0077,1/28/2025,TRUE,FALSE,10:40:49,20:17:41,10.82,17.68,TRUE,FALSE,M01,192.168.1.10
E0078,1/28/2025,TRUE,FALSE,10:33:52,20:18:42,3.87,18.7,TRUE,FALSE,M03,192.168.1.20
E0079,1/28/2025,TRUE,FALSE,10:33:39,20:17:33,3.65,17.55,TRUE,FALSE,M02,192.168.1.15
E0080,1/28/2025,TRUE,FALSE,10:21:42,20:06:34,-8.3,6.57,FALSE,FALSE,M01,192.168.1.10
E0081,1/28/2025,TRUE,FALSE,10:28:00,19:56:43,-2,-3.28,FALSE,TRUE,M02,192.168.1.15
E0082,1/28/2025,TRUE,FALSE,10:21:29,20:10:18,-8.52,10.3,FALSE,FALSE,M03,192.168.1.20
E0083,1/28/2025,TRUE,FALSE,10:27:10,20:22:16,-2.83,22.27,FALSE,FALSE,M03,192.168.1.20
E0084,1/28/2025,TRUE,FALSE,10:34:12,19:43:50,4.2,-16.17,TRUE,TRUE,M02,192.168.1.15
E0085,1/28/2025,TRUE,FALSE,10:17:06,20:08:09,-12.9,8.15,FALSE,FALSE,M02,192.168.1.15
E0086,1/28/2025,TRUE,FALSE,10:42:13,20:16:01,12.22,16.02,TRUE,FALSE,M03,192.168.1.20
E0087,1/28/2025,TRUE,FALSE,10:14:57,20:09:07,-15.05,9.12,FALSE,FALSE,M01,192.168.1.10
E0088,1/28/2025,TRUE,FALSE,10:32:30,20:04:33,2.5,4.55,TRUE,FALSE,M02,192.168.1.15
E0089,1/28/2025,TRUE,FALSE,10:27:37,20:07:58,-2.38,7.97,FALSE,FALSE,M01,192.168.1.10
E0090,1/28/2025,TRUE,FALSE,10:42:04,20:16:14,12.07,16.23,TRUE,FALSE,M01,192.168.1.10
E0091,1/28/2025,TRUE,FALSE,10:30:24,20:03:34,0.4,3.57,TRUE,FALSE,M01,192.168.1.10
E0092,1/28/2025,TRUE,TRUE,10:30:00,20:00:00,0,0,FALSE,FALSE,M03,192.168.1.20
E0093,1/28/2025,TRUE,FALSE,10:24:37,19:36:32,-5.38,-23.47,FALSE,TRUE,M01,192.168.1.10
E0094,1/28/2025,TRUE,FALSE,10:29:26,19:35:56,-0.57,-24.07,FALSE,TRUE,M02,192.168.1.15
E0095,1/28/2025,TRUE,FALSE,10:26:04,20:01:33,-3.93,1.55,FALSE,FALSE,M03,192.168.1.20
E0096,1/28/2025,TRUE,FALSE,10:30:17,20:03:54,0.28,3.9,TRUE,FALSE,M01,192.168.1.10
E0097,1/28/2025,FALSE,,,,,,,,,
E0098,1/28/2025,TRUE,FALSE,10:15:05,19:53:46,-14.92,-6.23,FALSE,TRUE,M01,192.168.1.10
E0099,1/28/2025,TRUE,FALSE,10:37:25,19:57:48,7.42,-2.2,TRUE,TRUE,M03,192.168.1.20
E0100,1/28/2025,TRUE,FALSE,10:34:57,19:51:24,4.95,-8.6,TRUE,TRUE,M02,192.168.1.15
E0001,1/29/2025,TRUE,FALSE,10:29:34,20:13:15,-0.43,13.25,FALSE,FALSE,M01,192.168.1.10
E0002,1/29/2025,TRUE,FALSE,10:17:34,19:59:46,-12.43,-0.23,FALSE,TRUE,M02,192.168.1.15
E0003,1/29/2025,TRUE,FALSE,10:31:34,19:53:52,1.57,-6.13,TRUE,TRUE,M01,192.168.1.10
E0004,1/29/2025,TRUE,FALSE,10:20:35,20:08:05,-9.42,8.08,FALSE,FALSE,M03,192.168.1.20
E0005,1/29/2025,TRUE,FALSE,10:29:53,19:44:09,-0.12,-15.85,FALSE,TRUE,M03,192.168.1.20
E0006,1/29/2025,TRUE,FALSE,10:42:01,20:12:54,12.02,12.9,TRUE,FALSE,M01,192.168.1.10
E0007,1/29/2025,TRUE,FALSE,10:28:17,20:03:54,-1.72,3.9,FALSE,FALSE,M01,192.168.1.10
E0008,1/29/2025,TRUE,FALSE,10:22:13,19:52:41,-7.78,-7.32,FALSE,TRUE,M01,192.168.1.10
E0009,1/29/2025,TRUE,FALSE,,19:59:29,,-0.52,,TRUE,M02,192.168.1.15
E0010,1/29/2025,TRUE,FALSE,,19:58:12,,-1.8,,TRUE,M03,192.168.1.20
E0011,1/29/2025,TRUE,FALSE,10:25:36,16:14:56,-4.4,-225.07,FALSE,TRUE,M02,192.168.1.15
E0012,1/29/2025,TRUE,FALSE,10:36:07,19:36:10,6.12,-23.83,TRUE,TRUE,M01,192.168.1.10
E0013,1/29/2025,TRUE,FALSE,10:38:05,19:38:15,8.08,-21.75,TRUE,TRUE,M01,192.168.1.10
E0014,1/29/2025,TRUE,FALSE,10:22:22,20:02:01,-7.63,2.02,FALSE,FALSE,M02,192.168.1.15
E0015,1/29/2025,TRUE,FALSE,10:19:05,20:03:47,-10.92,3.78,FALSE,FALSE,M02,192.168.1.15
E0016,1/29/2025,TRUE,FALSE,10:29:17,19:52:58,-0.72,-7.03,FALSE,TRUE,M02,192.168.1.15
E0017,1/29/2025,TRUE,FALSE,10:28:27,19:36:17,-1.55,-23.72,FALSE,TRUE,M01,192.168.1.10
E0018,1/29/2025,TRUE,FALSE,10:27:16,19:57:03,-2.73,-2.95,FALSE,TRUE,M03,192.168.1.20
E0019,1/29/2025,TRUE,FALSE,10:18:00,20:09:41,-12,9.68,FALSE,FALSE,M02,192.168.1.15
E0020,1/29/2025,TRUE,FALSE,10:33:31,19:52:22,3.52,-7.63,TRUE,TRUE,M03,192.168.1.20
E0021,1/29/2025,TRUE,FALSE,10:38:56,20:09:16,8.93,9.27,TRUE,FALSE,M01,192.168.1.10
E0022,1/29/2025,TRUE,FALSE,10:43:13,19:57:47,13.22,-2.22,TRUE,TRUE,M03,192.168.1.20
E0023,1/29/2025,TRUE,FALSE,10:44:15,20:15:31,14.25,15.52,TRUE,FALSE,M01,192.168.1.10
E0024,1/29/2025,TRUE,FALSE,10:30:29,19:40:59,0.48,-19.02,TRUE,TRUE,M03,192.168.1.20
E0025,1/29/2025,TRUE,FALSE,10:26:20,20:04:50,-3.67,4.83,FALSE,FALSE,M02,192.168.1.15
E0026,1/29/2025,TRUE,FALSE,10:30:55,19:29:57,0.92,-30.05,TRUE,TRUE,M02,192.168.1.15
E0027,1/29/2025,TRUE,FALSE,10:33:53,19:39:51,3.88,-20.15,TRUE,TRUE,M03,192.168.1.20
E0028,1/29/2025,TRUE,FALSE,10:17:27,20:04:09,-12.55,4.15,FALSE,FALSE,M03,192.168.1.20
E0029,1/29/2025,TRUE,FALSE,10:24:43,20:07:14,-5.28,7.23,FALSE,FALSE,M01,192.168.1.10
E0030,1/29/2025,TRUE,FALSE,10:31:29,20:01:04,1.48,1.07,TRUE,FALSE,M01,192.168.1.10
E0031,1/29/2025,TRUE,FALSE,10:28:03,20:00:14,-1.95,0.23,FALSE,FALSE,M02,192.168.1.15
E0032,1/29/2025,TRUE,FALSE,10:49:49,20:11:42,19.82,11.7,TRUE,FALSE,M03,192.168.1.20
E0033,1/29/2025,TRUE,FALSE,10:31:31,19:41:36,1.52,-18.4,TRUE,TRUE,M01,192.168.1.10
E0034,1/29/2025,TRUE,FALSE,10:37:56,19:40:34,7.93,-19.43,TRUE,TRUE,M03,192.168.1.20
E0035,1/29/2025,TRUE,FALSE,10:28:36,19:46:24,-1.4,-13.6,FALSE,TRUE,M02,192.168.1.15
E0036,1/29/2025,TRUE,FALSE,10:59:22,,29.37,,TRUE,,M01,192.168.1.10
E0037,1/29/2025,FALSE,,,,,,,,,
E0038,1/29/2025,TRUE,FALSE,10:27:33,19:57:40,-2.45,-2.33,FALSE,TRUE,M03,192.168.1.20
E0039,1/29/2025,TRUE,FALSE,13:47:33,23:19:55,197.55,199.92,TRUE,FALSE,M01,192.168.1.10
E0040,1/29/2025,TRUE,FALSE,10:31:34,19:48:38,1.57,-11.37,TRUE,TRUE,M01,192.168.1.10
E0041,1/29/2025,TRUE,FALSE,10:34:06,19:38:59,4.1,-21.02,TRUE,TRUE,M02,192.168.1.15
E0042,1/29/2025,TRUE,FALSE,10:19:30,16:40:43,-10.5,-199.28,FALSE,TRUE,M01,192.168.1.10
E0043,1/29/2025,TRUE,FALSE,10:40:00,20:08:44,10,8.73,TRUE,FALSE,M03,192.168.1.20
E0044,1/29/2025,TRUE,FALSE,10:18:21,20:06:03,-11.65,6.05,FALSE,FALSE,M01,192.168.1.10
E0045,1/29/2025,TRUE,FALSE,10:34:40,19:57:42,4.67,-2.3,TRUE,TRUE,M03,192.168.1.20
E0046,1/29/2025,TRUE,FALSE,10:32:22,19:34:33,2.37,-25.45,TRUE,TRUE,M01,192.168.1.10
E0047,1/29/2025,TRUE,FALSE,10:12:18,19:54:21,-17.7,-5.65,FALSE,TRUE,M01,192.168.1.10
E0048,1/29/2025,TRUE,FALSE,10:43:11,20:09:12,13.18,9.2,TRUE,FALSE,M02,192.168.1.15
E0049,1/29/2025,TRUE,FALSE,10:39:01,19:44:30,9.02,-15.5,TRUE,TRUE,M01,192.168.1.10
E0050,1/29/2025,FALSE,,,,,,,,,
E0051,1/29/2025,FALSE,,,,,,,,,
E0052,1/29/2025,TRUE,FALSE,10:26:59,19:35:55,-3.02,-24.08,FALSE,TRUE,M01,192.168.1.10
E0053,1/29/2025,TRUE,FALSE,10:34:35,19:58:00,4.58,-2,TRUE,TRUE,M01,192.168.1.10
E0054,1/29/2025,TRUE,FALSE,10:19:50,20:05:28,-10.17,5.47,FALSE,FALSE,M01,192.168.1.10
E0055,1/29/2025,TRUE,FALSE,10:31:30,20:04:39,1.5,4.65,TRUE,FALSE,M03,192.168.1.20
E0056,1/29/2025,TRUE,FALSE,10:44:32,20:17:52,14.53,17.87,TRUE,FALSE,M02,192.168.1.15
E0057,1/29/2025,TRUE,FALSE,10:14:47,19:59:34,-15.22,-0.43,FALSE,TRUE,M01,192.168.1.10
E0058,1/29/2025,TRUE,FALSE,10:30:50,19:36:17,0.83,-23.72,TRUE,TRUE,M03,192.168.1.20
E0059,1/29/2025,TRUE,FALSE,10:34:18,19:39:40,4.3,-20.33,TRUE,TRUE,M02,192.168.1.15
E0060,1/29/2025,TRUE,FALSE,10:20:35,19:59:18,-9.42,-0.7,FALSE,TRUE,M01,192.168.1.10
E0061,1/29/2025,TRUE,FALSE,10:48:02,20:20:51,18.03,20.85,TRUE,FALSE,M03,192.168.1.20
E0062,1/29/2025,TRUE,FALSE,10:22:02,20:09:15,-7.97,9.25,FALSE,FALSE,M03,192.168.1.20
E0063,1/29/2025,TRUE,FALSE,10:35:08,20:00:01,5.13,0.02,TRUE,FALSE,M01,192.168.1.10
E0064,1/29/2025,TRUE,FALSE,10:17:01,20:01:57,-12.98,1.95,FALSE,FALSE,M01,192.168.1.10
E0065,1/29/2025,TRUE,FALSE,10:25:32,19:54:05,-4.47,-5.92,FALSE,TRUE,M02,192.168.1.15
E0066,1/29/2025,TRUE,FALSE,10:44:58,20:13:37,14.97,13.62,TRUE,FALSE,M01,192.168.1.10
E0067,1/29/2025,TRUE,FALSE,10:32:00,19:34:16,2,-25.73,TRUE,TRUE,M03,192.168.1.20
E0068,1/29/2025,TRUE,FALSE,10:29:55,19:30:02,-0.08,-29.97,FALSE,TRUE,M03,192.168.1.20
E0069,1/29/2025,TRUE,FALSE,10:40:01,20:14:48,10.02,14.8,TRUE,FALSE,M01,192.168.1.10
E0070,1/29/2025,TRUE,FALSE,10:34:45,19:37:38,4.75,-22.37,TRUE,TRUE,M03,192.168.1.20
E0071,1/29/2025,TRUE,FALSE,10:35:06,19:57:40,5.1,-2.33,TRUE,TRUE,M03,192.168.1.20
E0072,1/29/2025,TRUE,TRUE,10:30:00,20:00:00,0,0,FALSE,FALSE,M02,192.168.1.15
E0073,1/29/2025,TRUE,FALSE,10:48:52,20:09:08,18.87,9.13,TRUE,FALSE,M02,192.168.1.15
E0074,1/29/2025,TRUE,FALSE,10:34:37,19:51:33,4.62,-8.45,TRUE,TRUE,M02,192.168.1.15
E0075,1/29/2025,TRUE,FALSE,10:37:08,20:02:03,7.13,2.05,TRUE,FALSE,M01,192.168.1.10
E0076,1/29/2025,TRUE,FALSE,10:33:16,19:58:31,3.27,-1.48,TRUE,TRUE,M01,192.168.1.10
E0077,1/29/2025,TRUE,FALSE,10:23:41,,-6.32,,FALSE,,M01,192.168.1.10
E0078,1/29/2025,TRUE,FALSE,10:34:11,19:58:42,4.18,-1.3,TRUE,TRUE,M02,192.168.1.15
E0079,1/29/2025,TRUE,FALSE,10:14:04,20:13:33,-15.93,13.55,FALSE,FALSE,M02,192.168.1.15
E0080,1/29/2025,TRUE,FALSE,10:27:10,19:59:59,-2.83,-0.02,FALSE,TRUE,M01,192.168.1.10
E0081,1/29/2025,TRUE,FALSE,10:41:46,20:17:10,11.77,17.17,TRUE,FALSE,M02,192.168.1.15
E0082,1/29/2025,FALSE,,,,,,,,,
E0083,1/29/2025,TRUE,FALSE,10:24:13,20:09:05,-5.78,9.08,FALSE,FALSE,M03,192.168.1.20
E0084,1/29/2025,TRUE,FALSE,10:40:17,20:13:33,10.28,13.55,TRUE,FALSE,M02,192.168.1.15
E0085,1/29/2025,FALSE,,,,,,,,,
E0086,1/29/2025,TRUE,FALSE,10:35:18,19:36:10,5.3,-23.83,TRUE,TRUE,M03,192.168.1.20
E0087,1/29/2025,TRUE,FALSE,10:32:32,19:31:00,2.53,-29,TRUE,TRUE,M01,192.168.1.10
E0088,1/29/2025,TRUE,FALSE,10:26:26,19:35:20,-3.57,-24.67,FALSE,TRUE,M02,192.168.1.15
E0089,1/29/2025,TRUE,FALSE,10:39:50,20:19:42,9.83,19.7,TRUE,FALSE,M01,192.168.1.10
E0090,1/29/2025,FALSE,,,,,,,,,
E0091,1/29/2025,TRUE,FALSE,10:18:30,20:02:32,-11.5,2.53,FALSE,FALSE,M01,192.168.1.10
E0092,1/29/2025,TRUE,FALSE,10:27:07,19:47:39,-2.88,-12.35,FALSE,TRUE,M03,192.168.1.20
E0093,1/29/2025,FALSE,,,,,,,,,
E0094,1/29/2025,TRUE,FALSE,10:25:56,20:09:07,-4.07,9.12,FALSE,FALSE,M02,192.168.1.15
E0095,1/29/2025,TRUE,FALSE,10:16:08,20:10:59,-13.87,10.98,FALSE,FALSE,M03,192.168.1.20
E0096,1/29/2025,TRUE,FALSE,10:22:00,20:00:29,-8,0.48,FALSE,FALSE,M03,192.168.1.20
E0097,1/29/2025,TRUE,FALSE,10:27:43,19:38:52,-2.28,-21.13,FALSE,TRUE,M03,192.168.1.20
E0098,1/29/2025,TRUE,FALSE,10:33:29,19:43:08,3.48,-16.87,TRUE,TRUE,M01,192.168.1.10
E0099,1/29/2025,TRUE,FALSE,10:21:20,20:05:44,-8.67,5.73,FALSE,FALSE,M03,192.168.1.20
E0100,1/29/2025,TRUE,FALSE,10:32:47,19:32:40,2.78,-27.33,TRUE,TRUE,M02,192.168.1.15
E0001,1/30/2025,TRUE,FALSE,,19:57:32,,-2.47,,TRUE,M01,192.168.1.10
E0002,1/30/2025,TRUE,FALSE,10:33:44,19:37:39,3.73,-22.35,TRUE,TRUE,M02,192.168.1.15
E0003,1/30/2025,TRUE,FALSE,10:31:50,19:34:41,1.83,-25.32,TRUE,TRUE,M02,192.168.1.15
E0004,1/30/2025,TRUE,FALSE,10:34:01,20:03:18,4.02,3.3,TRUE,FALSE,M03,192.168.1.20
E0005,1/30/2025,TRUE,FALSE,10:38:38,20:25:27,8.63,25.45,TRUE,FALSE,M03,192.168.1.20
E0006,1/30/2025,TRUE,FALSE,10:32:13,19:39:42,2.22,-20.3,TRUE,TRUE,M01,192.168.1.10
E0007,1/30/2025,TRUE,FALSE,10:29:30,19:39:04,-0.5,-20.93,FALSE,TRUE,M01,192.168.1.10
E0008,1/30/2025,TRUE,FALSE,10:13:14,20:00:02,-16.77,0.03,FALSE,FALSE,M01,192.168.1.10
E0009,1/30/2025,TRUE,FALSE,10:33:32,20:16:04,3.53,16.07,TRUE,FALSE,M02,192.168.1.15
E0010,1/30/2025,FALSE,,,,,,,,,
E0011,1/30/2025,TRUE,FALSE,10:23:50,20:03:06,-6.17,3.1,FALSE,FALSE,M02,192.168.1.15
E0012,1/30/2025,TRUE,FALSE,,19:58:13,,-1.78,,TRUE,M01,192.168.1.10
E0013,1/30/2025,TRUE,FALSE,10:13:22,20:09:05,-16.63,9.08,FALSE,FALSE,M01,192.168.1.10
E0014,1/30/2025,TRUE,FALSE,10:27:10,19:34:53,-2.83,-25.12,FALSE,TRUE,M02,192.168.1.15
E0015,1/30/2025,TRUE,FALSE,10:36:14,20:00:54,6.23,0.9,TRUE,FALSE,M02,192.168.1.15
E0016,1/30/2025,TRUE,FALSE,10:30:36,19:34:37,0.6,-25.38,TRUE,TRUE,M02,192.168.1.15
E0017,1/30/2025,TRUE,FALSE,10:40:47,20:10:58,10.78,10.97,TRUE,FALSE,M01,192.168.1.10
E0018,1/30/2025,TRUE,FALSE,10:35:28,19:40:16,5.47,-19.73,TRUE,TRUE,M03,192.168.1.20
E0019,1/30/2025,TRUE,FALSE,10:24:36,19:39:23,-5.4,-20.62,FALSE,TRUE,M02,192.168.1.15
E0020,1/30/2025,TRUE,FALSE,,20:00:09,,0.15,,FALSE,M03,192.168.1.20
E0021,1/30/2025,TRUE,FALSE,10:33:11,19:56:27,3.18,-3.55,TRUE,TRUE,M01,192.168.1.10
E0022,1/30/2025,TRUE,FALSE,10:29:17,19:38:58,-0.72,-21.03,FALSE,TRUE,M03,192.168.1.20
E0023,1/30/2025,TRUE,FALSE,10:28:05,19:46:29,-1.92,-13.52,FALSE,TRUE,M01,192.168.1.10
E0024,1/30/2025,TRUE,FALSE,10:29:07,20:06:30,-0.88,6.5,FALSE,FALSE,M03,192.168.1.20
E0025,1/30/2025,TRUE,FALSE,10:39:48,20:20:49,9.8,20.82,TRUE,FALSE,M02,192.168.1.15
E0026,1/30/2025,TRUE,FALSE,10:44:20,20:14:36,14.33,14.6,TRUE,FALSE,M02,192.168.1.15
E0027,1/30/2025,TRUE,FALSE,10:34:20,20:07:10,4.33,7.17,TRUE,FALSE,M03,192.168.1.20
E0028,1/30/2025,TRUE,FALSE,10:36:30,20:10:27,6.5,10.45,TRUE,FALSE,M03,192.168.1.20
E0029,1/30/2025,TRUE,FALSE,10:22:20,20:07:11,-7.67,7.18,FALSE,FALSE,M01,192.168.1.10
E0030,1/30/2025,TRUE,FALSE,10:44:38,20:21:57,14.63,21.95,TRUE,FALSE,M01,192.168.1.10
E0031,1/30/2025,TRUE,FALSE,10:43:40,19:50:40,13.67,-9.33,TRUE,TRUE,M02,192.168.1.15
E0032,1/30/2025,TRUE,FALSE,10:35:49,20:02:30,5.82,2.5,TRUE,FALSE,M03,192.168.1.20
E0033,1/30/2025,TRUE,FALSE,10:32:42,,2.7,,TRUE,,M01,192.168.1.10
E0034,1/30/2025,TRUE,FALSE,10:28:29,19:31:21,-1.52,-28.65,FALSE,TRUE,M03,192.168.1.20
E0035,1/30/2025,TRUE,FALSE,10:30:02,19:56:27,0.03,-3.55,TRUE,TRUE,M02,192.168.1.15
E0036,1/30/2025,TRUE,FALSE,10:34:47,19:42:05,4.78,-17.92,TRUE,TRUE,M01,192.168.1.10
E0037,1/30/2025,TRUE,FALSE,10:27:10,19:32:59,-2.83,-27.02,FALSE,TRUE,M03,192.168.1.20
E0038,1/30/2025,TRUE,FALSE,10:37:23,19:44:24,7.38,-15.6,TRUE,TRUE,M03,192.168.1.20
E0039,1/30/2025,TRUE,FALSE,10:29:59,19:50:17,-0.02,-9.72,FALSE,TRUE,M01,192.168.1.10
E0040,1/30/2025,TRUE,FALSE,10:23:39,19:59:11,-6.35,-0.82,FALSE,TRUE,M01,192.168.1.10
E0041,1/30/2025,TRUE,FALSE,10:29:48,20:09:57,-0.2,9.95,FALSE,FALSE,M02,192.168.1.15
E0042,1/30/2025,TRUE,FALSE,10:43:10,20:09:09,13.17,9.15,TRUE,FALSE,M01,192.168.1.10
E0043,1/30/2025,TRUE,FALSE,10:39:49,19:57:51,9.82,-2.15,TRUE,TRUE,M03,192.168.1.20
E0044,1/30/2025,TRUE,FALSE,10:29:48,19:45:04,-0.2,-14.93,FALSE,TRUE,M01,192.168.1.10
E0045,1/30/2025,TRUE,FALSE,10:14:45,20:03:23,-15.25,3.38,FALSE,FALSE,M03,192.168.1.20
E0046,1/30/2025,TRUE,FALSE,10:35:56,20:05:13,5.93,5.22,TRUE,FALSE,M01,192.168.1.10
E0047,1/30/2025,TRUE,FALSE,10:36:58,19:57:19,6.97,-2.68,TRUE,TRUE,M01,192.168.1.10
E0048,1/30/2025,TRUE,FALSE,10:28:16,19:55:40,-1.73,-4.33,FALSE,TRUE,M02,192.168.1.15
E0049,1/30/2025,TRUE,FALSE,10:43:04,20:19:32,13.07,19.53,TRUE,FALSE,M01,192.168.1.10
E0050,1/30/2025,TRUE,FALSE,10:39:59,19:55:22,9.98,-4.63,TRUE,TRUE,M01,192.168.1.10
E0051,1/30/2025,TRUE,FALSE,,20:09:42,,9.7,,FALSE,M02,192.168.1.15
E0052,1/30/2025,TRUE,FALSE,10:29:13,19:54:08,-0.78,-5.87,FALSE,TRUE,M01,192.168.1.10
E0053,1/30/2025,TRUE,FALSE,10:29:03,20:21:51,-0.95,21.85,FALSE,FALSE,M01,192.168.1.10
E0054,1/30/2025,FALSE,,,,,,,,,
E0055,1/30/2025,TRUE,FALSE,10:35:44,20:08:33,5.73,8.55,TRUE,FALSE,M03,192.168.1.20
E0056,1/30/2025,TRUE,FALSE,10:22:38,,-7.37,,FALSE,,M02,192.168.1.15
E0057,1/30/2025,TRUE,FALSE,10:26:43,20:07:32,-3.28,7.53,FALSE,FALSE,M01,192.168.1.10
E0058,1/30/2025,TRUE,FALSE,10:42:00,20:12:58,12,12.97,TRUE,FALSE,M03,192.168.1.20
E0059,1/30/2025,TRUE,FALSE,10:34:23,19:37:40,4.38,-22.33,TRUE,TRUE,M02,192.168.1.15
E0060,1/30/2025,TRUE,FALSE,10:30:04,19:41:51,0.07,-18.15,TRUE,TRUE,M01,192.168.1.10
E0061,1/30/2025,TRUE,FALSE,10:35:50,20:01:54,5.83,1.9,TRUE,FALSE,M04_HQ,10.0.0.5
E0062,1/30/2025,TRUE,FALSE,10:21:55,19:54:21,-8.08,-5.65,FALSE,TRUE,M03,192.168.1.20
E0063,1/30/2025,TRUE,FALSE,10:28:22,19:54:16,-1.63,-5.73,FALSE,TRUE,M01,192.168.1.10
E0064,1/30/2025,TRUE,FALSE,10:44:44,20:12:18,14.73,12.3,TRUE,FALSE,M01,192.168.1.10
E0065,1/30/2025,TRUE,FALSE,10:31:43,20:05:16,1.72,5.27,TRUE,FALSE,M02,192.168.1.15
E0066,1/30/2025,TRUE,FALSE,10:22:27,20:11:15,-7.55,11.25,FALSE,FALSE,M01,192.168.1.10
E0067,1/30/2025,TRUE,FALSE,10:14:07,20:05:23,-15.88,5.38,FALSE,FALSE,M03,192.168.1.20
E0068,1/30/2025,TRUE,FALSE,12:40:40,22:44:12,130.67,164.2,TRUE,FALSE,M03,192.168.1.20
E0069,1/30/2025,TRUE,FALSE,10:27:27,20:06:43,-2.55,6.72,FALSE,FALSE,M01,192.168.1.10
E0070,1/30/2025,TRUE,FALSE,10:28:23,19:47:07,-1.62,-12.88,FALSE,TRUE,M03,192.168.1.20
E0071,1/30/2025,FALSE,,,,,,,,,
E0072,1/30/2025,TRUE,FALSE,10:37:35,19:54:15,7.58,-5.75,TRUE,TRUE,M02,192.168.1.15
E0073,1/30/2025,TRUE,FALSE,10:27:08,20:16:43,-2.87,16.72,FALSE,FALSE,M02,192.168.1.15
E0074,1/30/2025,TRUE,FALSE,10:33:16,19:58:59,3.27,-1.02,TRUE,TRUE,M02,192.168.1.15
E0075,1/30/2025,TRUE,TRUE,10:30:00,20:00:00,0,0,FALSE,FALSE,M01,192.168.1.10
E0076,1/30/2025,TRUE,FALSE,10:11:51,20:02:51,-18.15,2.85,FALSE,FALSE,M01,192.168.1.10
E0077,1/30/2025,TRUE,FALSE,10:24:05,19:56:14,-5.92,-3.77,FALSE,TRUE,M01,192.168.1.10
E0078,1/30/2025,TRUE,FALSE,10:31:18,20:05:33,1.3,5.55,TRUE,FALSE,M02,192.168.1.15
E0079,1/30/2025,TRUE,FALSE,10:40:05,20:21:09,10.08,21.15,TRUE,FALSE,M02,192.168.1.15
E0080,1/30/2025,TRUE,FALSE,10:31:33,19:43:59,1.55,-16.02,TRUE,TRUE,M01,192.168.1.10
E0081,1/30/2025,TRUE,FALSE,10:37:20,20:09:39,7.33,9.65,TRUE,FALSE,M02,192.168.1.15
E0082,1/30/2025,TRUE,FALSE,10:43:13,,13.22,,TRUE,,M03,192.168.1.20
E0083,1/30/2025,TRUE,FALSE,13:18:02,21:48:36,168.03,108.6,TRUE,FALSE,M03,192.168.1.20
E0084,1/30/2025,TRUE,FALSE,10:25:35,20:02:41,-4.42,2.68,FALSE,FALSE,M02,192.168.1.15
E0085,1/30/2025,FALSE,,,,,,,,,
E0086,1/30/2025,TRUE,FALSE,10:27:09,19:53:50,-2.85,-6.17,FALSE,TRUE,M03,192.168.1.20
E0087,1/30/2025,TRUE,FALSE,10:18:51,20:01:05,-11.15,1.08,FALSE,FALSE,M01,192.168.1.10
E0088,1/30/2025,TRUE,FALSE,10:40:29,20:19:32,10.48,19.53,TRUE,FALSE,M02,192.168.1.15
E0089,1/30/2025,FALSE,,,,,,,,,
E0090,1/30/2025,TRUE,FALSE,10:21:46,19:58:32,-8.23,-1.47,FALSE,TRUE,M01,192.168.1.10
E0091,1/30/2025,TRUE,TRUE,10:30:00,20:00:00,0,0,FALSE,FALSE,M01,192.168.1.10
E0092,1/30/2025,TRUE,FALSE,10:20:11,20:04:51,-9.82,4.85,FALSE,FALSE,M03,192.168.1.20
E0093,1/30/2025,FALSE,,,,,,,,,
E0094,1/30/2025,TRUE,FALSE,10:37:24,,7.4,,TRUE,,M02,192.168.1.15
E0095,1/30/2025,TRUE,FALSE,10:46:01,20:12:00,16.02,12,TRUE,FALSE,M03,192.168.1.20
E0096,1/30/2025,FALSE,,,,,,,,,
E0097,1/30/2025,TRUE,FALSE,10:44:49,20:07:40,14.82,7.67,TRUE,FALSE,M03,192.168.1.20
E0098,1/30/2025,TRUE,FALSE,10:41:00,19:51:10,11,-8.83,TRUE,TRUE,M01,192.168.1.10
E0099,1/30/2025,TRUE,FALSE,10:39:28,19:39:43,9.47,-20.28,TRUE,TRUE,M03,192.168.1.20
E0100,1/30/2025,TRUE,FALSE,10:21:07,20:05:59,-8.88,5.98,FALSE,FALSE,M02,192.168.1.15
E0001,1/31/2025,TRUE,FALSE,10:31:02,19:43:50,1.03,-16.17,TRUE,TRUE,M01,192.168.1.10
E0002,1/31/2025,TRUE,FALSE,10:22:30,20:02:08,-7.5,2.13,FALSE,FALSE,M02,192.168.1.15
E0003,1/31/2025,TRUE,FALSE,10:19:20,20:05:05,-10.67,5.08,FALSE,FALSE,M02,192.168.1.15
E0004,1/31/2025,TRUE,FALSE,10:23:50,19:37:06,-6.17,-22.9,FALSE,TRUE,M03,192.168.1.20
E0005,1/31/2025,TRUE,FALSE,10:32:51,20:03:32,2.85,3.53,TRUE,FALSE,M03,192.168.1.20
E0006,1/31/2025,TRUE,FALSE,10:33:40,20:01:14,3.67,1.23,TRUE,FALSE,M01,192.168.1.10
E0007,1/31/2025,TRUE,FALSE,10:31:18,19:40:49,1.3,-19.18,TRUE,TRUE,M01,192.168.1.10
E0008,1/31/2025,TRUE,FALSE,10:30:12,19:34:31,0.2,-25.48,TRUE,TRUE,M01,192.168.1.10
E0009,1/31/2025,TRUE,FALSE,10:26:13,19:54:15,-3.78,-5.75,FALSE,TRUE,M02,192.168.1.15
E0010,1/31/2025,FALSE,,,,,,,,,
